Name,Address,City,State,Zip,County,Phone,Administrator,Licensee,Facility Number,Type,Status,Capacity,License Date,GPO
"SPRING SENIOR ASSISTED LIVING","20900 EARL STREET","TORRANCE",CA,90503,"LOS ANGELES","(310) 370-3594","MONNIECE BOATWRIGHT","SPRING SR. ASST.LVG,LLC;NEWGEN OPERATIONS MGMT,LLC",198204079,"RESIDENTIAL CARE ELDERLY",LICENSED,51,1/9/2004,"Premier"
"ST JOHN GRANDE","2446 S ST ANDREWS PLACE","LOS ANGELES",CA,90018,"LOS ANGELES","(323) 731-0641","SABRINA TUCKER","ST JOHN OF GOD RETIREMENT & CARE CENTER CORP.",198601817,"RESIDENTIAL CARE ELDERLY",LICENSED,51,6/12/2015,"None"
"PARADISE VALLEY MANOR","2575 E. EIGHTH STREET","NATIONAL CITY",CA,91950,"SAN DIEGO","(619) 470-6700","AARON BURRUP","STERLING CARE, INC.",374601395,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,50,5/27/2003,"None"
"BLUE SKY MANOR INC","280 N WILSHIRE AVE","ANAHEIM",CA,92801,"ORANGE","(714) 844-2667","GABRIEL AIRAPETIAN","BLUE SKY MANOR INC.",306005792,"RESIDENTIAL CARE ELDERLY",LICENSED,50,1/25/2021,"None"
"OAK COTTAGE OF SANTA BARBARA MEMORY CARE","1820 DE LA VINA STREET","SANTA BARBARA",CA,93101,"SANTA BARBARA","(805) 456-7270","TYLER BARNES","OAK COTTAGE OPERATOR NT HCI LLC; INTEGRAL SL MGMT",425802118,"RESIDENTIAL CARE ELDERLY",LICENSED,50,4/10/2018,"None"
"PRIMROSE ALZHEIMER'S LIVING INC","2080 GUERNEVILLE RD","SANTA ROSA",CA,95403,"SONOMA","(707) 578-8360","WOTRING, JOHN J","PRIMROSE ALZHEIMER'S LIVING INC",496803764,"RESIDENTIAL CARE ELDERLY",LICENSED,50,5/9/2019,"None"
"VALLEY SPRING MEMORY CARE","555 MILLER LANE","LOS BANOS",CA,93635,"MERCED","(209) 710-4783","REYNAGA, ELIZABETH","VALLEY SPRINGS OF LOS BANOS LLC",247209172,"RESIDENTIAL CARE ELDERLY",LICENSED,50,2/4/2022,"Vizient"
"WELBROOK SENIOR LIVING SANTA MONICA","1450 17TH STREET","SANTA MONICA",CA,90404,"LOS ANGELES","(424) 282-3002","COLE, CATALINA","WELBROOK SR LVNG SNTA MONICA LLC;ALTA SR LVNG, INC",197609336,"RESIDENTIAL CARE ELDERLY",LICENSED,50,10/9/2017,"Premier"
"WESTFIELD VILLA GARDENS","3863 WEST RAMSEY ST","BANNING",CA,92220,"RIVERSIDE","(951) 849-7521","ALMA ESPINAL","ALL HEALTH VENTURES, INC",331881248,"RESIDENTIAL CARE ELDERLY",LICENSED,50,3/30/2022,"None"
"ALDER BAY ASSISTED LIVING","1355 MYRTLE","EUREKA",CA,95501,"HUMBOLDT","(707) 444-8000","ANDERSON, SARA","EUREKA ASSISTED LIVING, LLC/RIDGELINE MGMT COMPANY",126801871,"RESIDENTIAL CARE ELDERLY",LICENSED,49,3/7/2006,"Premier, Vizient"
"AMADOR RESIDENTIAL CARE FACILITY","155 PLACER DRIVE","JACKSON",CA,95642,"AMADOR","(209) 223-4444","KARLY STURGEON","AMADOR RESIDENTIAL CARE INC.,",30317773,"RESIDENTIAL CARE ELDERLY",LICENSED,49,8/25/1993,"None"
"ANNAI HOUSE","175 W SIERA AVE","CLOVIS",CA,93612,"FRESNO","(559) 779-4071","KENDAKUR, SUNDARI SUSAN","ANJALEONI ENTERPRISES INC",107209542,"RESIDENTIAL CARE ELDERLY",PENDING,49,,"None"
"BUENA VISTA ASSISTED LIVING","1393 S. BUENA VISTA ST.","HEMET",CA,92543,"RIVERSIDE","(951) 658-5160","GRISELDA GARCIA","BUENA VISTA AL, LLC",331880902,"RESIDENTIAL CARE ELDERLY",LICENSED,49,5/20/2020,"None"
"CARDINAL YU-PIN MANOR","15602 BELSHIRE AVENUE","NORWALK",CA,90650,"LOS ANGELES","(562) 926-1289","KUN HU","CARDINAL PAUL YU-PIN MEMORIAL FOUNDATION",197607034,"RESIDENTIAL CARE ELDERLY",LICENSED,49,6/28/2007,"None"
"CITRUS HEIGHTS TERRACE","7952 OLD AUBURN ROAD","CITRUS HEIGHTS",CA,95610,"SACRAMENTO","(916) 727-4400","VERONICA MORALES","CITRUS HEIGHTS TERRACE",347001498,"RESIDENTIAL CARE ELDERLY",LICENSED,49,4/13/2000,"Premier"
"COGIR OF VACAVILLE","799 YELLOWSTONE DRIVE","VACAVILLE",CA,95687,"SOLANO","(707) 447-7496","SAVOIE, DEBORAH","WELLTOWER COGIR TENANT LLC; COGIR MNGT USA INC",486803809,"RESIDENTIAL CARE ELDERLY",LICENSED,49,2/1/2019,"Premier"
"CORONA RCFE","2600 SOUTH MAIN STREET","CORONA",CA,92882,"RIVERSIDE","(951) 736-4900","JENNIFER D. MONTGOMERY","CORONA RCFE, LLC",336423880,"RESIDENTIAL CARE ELDERLY",LICENSED,49,12/31/2008,"None"
"COUNTRY PLACE ASSISTED LIVING","1715 OLIVE LANE","ANTIOCH",CA,94509,"CONTRA COSTA","(925) 778-5000","RICHARDSON, JENNIFER","ANTIOCH MGT, LLC",75601547,"RESIDENTIAL CARE ELDERLY",LICENSED,49,12/28/2011,"None"
"COURTYARD AT LITTLE CHICO CREEK, THE","1770 HUMBOLDT ROAD","CHICO",CA,95928,"BUTTE","(530) 342-0707","MORALES, MELISSA","COURTYARD AT LITTLE CHICO CREEK/HIGNELL & HIGNELL",45000700,"RESIDENTIAL CARE ELDERLY",LICENSED,49,1/15/1999,"None"
"COVENANT CARE-TURLOCK RESIDENTIAL","1101 E. TUOLUMNE ROAD","TURLOCK",CA,95380,"STANISLAUS","(209) 667-8409","JENNIFER WARKENTIN","COVENANT CARE CALIFORNIA, INC.",507000306,"RESIDENTIAL CARE ELDERLY",LICENSED,49,7/6/1995,"None"
"EAST BAY LONGEVITY ASSISTED LIVING","388 12TH STREET","OAKLAND",CA,94607,"ALAMEDA","(510) 808-7783","KAUNG, ALICE","EAST BAY LONGEVITY ASSISTED LIVING LLC",19200751,"RESIDENTIAL CARE ELDERLY",LICENSED,49,7/30/2018,"None"
"FOUR SEASONS ASSISTED LIVING CENTER LLC","12120 CHANDLER BLVD","NORTH HOLLYWOOD",CA,91607,"LOS ANGELES","(818) 487-0770","CLARIZZE PUNIT","M",197608280,"RESIDENTIAL CARE ELDERLY",LICENSED,49,6/20/2012,"None"
"GARDEN MANOR INC.","4983 E. OLIVE","FRESNO",CA,93727,"FRESNO","(559) 255-8650","BLACK, JOAN","GARDEN MANOR INC.",100408901,"RESIDENTIAL CARE ELDERLY",LICENSED,49,12/6/1993,"Premier"
"GARDENS, THE","840 WASHINGTON AVENUE","YUBA CITY",CA,95991,"SUTTER","(530) 790-3075","BRANDY STRAHL","FREMONT-RIDEOUT HEALTH GROUP; UNITED COM-SERVE",515001365,"RESIDENTIAL CARE ELDERLY",LICENSED,49,7/10/2003,"Premier"
"GLEN PARK AT MONROVIA","110 N MOUNTAIN AVE","MONROVIA",CA,91016,"LOS ANGELES","(626) 357-6818","ACHARYA, NIRJARA","GLEN PARK AT MONROVIA",197802560,"RESIDENTIAL CARE ELDERLY",LICENSED,49,4/28/1999,"None"
"GRANITE BAY COUNTRYHOUSE LLC","8485 BARTON RD","GRANITE BAY",CA,95746,"PLACER","(916) 899-6565","PENA, MARIA","GRANITE BAY COUNTRYHOUSE LLC;AGEMARK MGMT LLC",312700033,"RESIDENTIAL CARE ELDERLY",LICENSED,49,10/24/2016,"None"
"JOYFUL CHAPTER","340 ALTA VISTA DRIVE","SOUTH SAN FRANCISCO",CA,94080,"SAN MATEO","(650) 827-5228","ROBERT WONG","NEXT CHAPTER, INC., THE",415600832,"RESIDENTIAL CARE ELDERLY",LICENSED,49,5/11/2011,"None"
"LAKEVIEW LODGE","530 LAKEVIEW WAY","EMERALD HILLS",CA,94062,"SAN MATEO","(650) 369-7476","CAMPBELL, ROSALINDA","LAKEVIEW LODGE INC",415600864,"RESIDENTIAL CARE ELDERLY",LICENSED,49,12/12/2012,"Vizient"
"LIGHTHOUSE, THE","10406 MAGNOLIA BLVD.","TOLUCA LAKE",CA,91601,"LOS ANGELES","(818) 766-3764","GABRIELA VISOVAN","CARPATI CORPORATION",191222083,"RESIDENTIAL CARE ELDERLY",LICENSED,49,2/19/1992,"None"
"MARIN TERRACE","297 MILLER AVE","MILL VALLEY",CA,94941,"MARIN","(415) 388-9526","ERLINDA FERRIS","MARIN TERRACE LLC",216803891,"RESIDENTIAL CARE ELDERLY",LICENSED,49,4/9/2020,"Premier"
"MEADOWBROOK PLACE ASSISTED LIVING","461 E JOHNSTON AVENUE","HEMET",CA,92543,"RIVERSIDE","(818) 470-6457","SCOTT, ANDREA","MEADOWBROOK PLACE ASSISTED LIVING",331881631,"RESIDENTIAL CARE ELDERLY",LICENSED,49,12/10/2024,"None"
"PALM VILLAS","1931 WOODSIDE ROAD","REDWOOD CITY",CA,94061,"SAN MATEO","(650) 369-3197","SNEPER, GARRY","FOREVER YOUNG ASSISTED LIVING, INC.",415600787,"RESIDENTIAL CARE ELDERLY",LICENSED,49,4/22/2009,"None"
"PLEASANT HILL OASIS","40 BOYD RD","PLEASANT HILL",CA,94523,"CONTRA COSTA","(925) 937-5348","ELEGADO, LIZA","PH SENIOR CARE LLC; NORTHSTAR SENIOR LIVING INC",79200765,"RESIDENTIAL CARE ELDERLY",LICENSED,49,9/26/2018,"Vizient"
"SIERRA VIEW SENIOR LIVING","120 DORSEY DRIVE","GRASS VALLEY",CA,95945,"NEVADA","(530) 273-4849","WINGET, LISA VIXIE","SIERRA VIEW SENIOR LIVING LLC",295002836,"RESIDENTIAL CARE ELDERLY",LICENSED,49,11/16/2021,"None"
"SIERRA VILLA REST HOME","175 W. SIERRA AVE.","CLOVIS",CA,93612,"FRESNO","(559) 345-4929","SUNDARI SUSAN KENDAKUR","THERAPEUTIC RESIDENTIAL SERVICES, INC.",107203505,"RESIDENTIAL CARE ELDERLY",LICENSED,49,5/30/2007,"None"
"ST MICHAEL ASSISTED LIVING","550 N LILLIE AVE","DINUBA",CA,93618,"TULARE","(925) 285-9881","KUMAR,HARMESH","THERAPEUTIC RESIDENTIAL CARE SERVICES",547209600,"RESIDENTIAL CARE ELDERLY",PENDING,49,,"None"
"ST. THOMAS RETIREMENT CENTER","2937 NORTH BERKELEY AVENUE","TURLOCK",CA,95382,"STANISLAUS","(209) 634-7252","SR.BASIMA MARGARET HOMA","CHALDEAN SISTERS, DAUGHTERS OF MARY IMMACULATE CON",500310664,"RESIDENTIAL CARE ELDERLY",LICENSED,49,6/27/1988,"None"
"TURLOCK RESIDENTIAL","1101 E TUOLUMNE RD","TURLOCK",CA,95382,"STANISLAUS","(209) 667-8409","WARKENTIN, JENNIFER","LOST CANE SENIOR LIVING INC",502701594,"RESIDENTIAL CARE ELDERLY",PENDING,49,,"Premier, Vizient"
"VALLEY PINES","545 EAST MAIN AVENUE","MORGAN HILL",CA,95037,"SANTA CLARA","(408) 779-2855","HEINAN, JAMES","HEINAN, JAMES & CAROLYN",430702352,"RESIDENTIAL CARE ELDERLY",LICENSED,49,12/19/1993,"None"
"VENTURA GRAND CHATEAU","5430 TELEGRAPH ROAD","VENTURA",CA,93003,"VENTURA","(805) 642-2567","SEAN BEHARRY","VENTURA GRAND CHATEAU LLC",565802472,"RESIDENTIAL CARE ELDERLY",LICENSED,49,12/11/2018,"None"
"VENTURA VILLA ASSISTED LIVING","3482 LOMA VISTA ROAD","VENTURA",CA,93003,"VENTURA","(805) 644-1292","WARD-MICHAYLUK, EVANGELINE","HEALTHY SENIOR CARE PARTNERS",565850093,"RESIDENTIAL CARE ELDERLY",LICENSED,49,6/22/2021,"Premier"
"VINTAGE FAIRE RESIDENTIAL","3620-A DALE ROAD","MODESTO",CA,95356,"STANISLAUS","(209) 521-1798","PRITHIKA B SINGH","COVENANT CARE CALIFORNIA, INC.",507000307,"RESIDENTIAL CARE ELDERLY",LICENSED,49,7/6/1995,"Premier, Vizient"
"VINTAGE FAIRE RESIDENTIAL","3620-A DALE ROAD","MODESTO",CA,95356,"STANISLAUS","(949) 540-1720","SINGH, PRITHIKA BANDHANA","DEER TAIL SENIOR LIVING, INC.",502701602,"RESIDENTIAL CARE ELDERLY",PENDING,49,,"Vizient"
"WILLOW CREEK ALZHEIMER'S & DEMENTIA CARE CENTER","22424 CHARLENE WAY","CASTRO VALLEY",CA,94546,"ALAMEDA","(510) 889-1300","CARSON, ELIZABETH M","ALTCARE WILLOW CREEK, INC.",15601256,"RESIDENTIAL CARE ELDERLY",LICENSED,49,9/5/2006,"None"
"CARMEL VILLAGE MEMORY CARE","2145 STANFORD AVE","CLOVIS",CA,93611,"FRESNO","(559) 322-8500","POPE, LINDA","GENCLOVIS LLC; GENERATIONS-CA LLC",107208996,"RESIDENTIAL CARE ELDERLY",LICENSED,48,9/26/2019,"None"
"COMFORT HAVEN FOR THE ELDERLY","125 E TENTH STREET","MARYSVILLE",CA,95901,"YUBA","(530) 777-9698","JUMAWAN, SUSIE","JUMAWAN, BRIAN & SUSIE",585002798,"RESIDENTIAL CARE ELDERLY",ON PROBATION,48,2/2/2016,"None"
"COURTE AT CITRUS HEIGHTS, THE","6825 SUNRISE BLVD","CITRUS HEIGHTS",CA,95610,"SACRAMENTO","(916) 721-0644","KYLIE WHITAKER","CITRUS HEIGHTS MEMORY CARE DEV; SUNRISE OAKS MC PR",342700077,"RESIDENTIAL CARE ELDERLY",ON PROBATION,48,11/23/2016,"None"
"GLEN PARK AT OJAI","225 N LOMITA AVE","OJAI",CA,93023,"VENTURA","(805) 646-2402","GARY Y LEE","GLEN PARK AT OJAI",565850221,"RESIDENTIAL CARE ELDERLY",LICENSED,48,10/15/2021,"None"
"GREENHAVEN PLACE INDEPENDENT LVG AND ASSISTED LVG","6350 RIVERSIDE BLVD","SACRAMENTO",CA,95831,"SACRAMENTO","(916) 427-1133","BRITTANY A ANDREWS","WELLTOWER PEGASUS TENANT LLC;PSL ASSOCAITES LLC",342700474,"RESIDENTIAL CARE ELDERLY",LICENSED,48,2/1/2019,"Premier"
"MILLBRAE ASSISTED LIVING HOME","1001 HEMLOCK AVE","MILLBRAE",CA,94030,"SAN MATEO","(650) 689-5776","PO, GINGER","MILLBRAE ASSISTED LIVING HOME LLC",415601112,"RESIDENTIAL CARE ELDERLY",LICENSED,48,12/21/2021,"None"
"PALM VILLAS, CAMPBELL","3333 SOUTH BASCOM AVENUE","CAMPBELL",CA,95008,"SANTA CLARA","(408) 559-8301","SNEPER, GARRY","FOREVER YOUNG AL CAMPBELL, INC.",435202301,"RESIDENTIAL CARE ELDERLY",LICENSED,48,8/3/2012,"None"
"SHADOWRIDGE SENIOR LIVING","2354 WATSON WAY","VISTA",CA,92081,"SAN DIEGO","(760) 295-3888","FUHRMAN, MICHELE","SYCAMORE CARE LLC",371881590,"RESIDENTIAL CARE ELDERLY",LICENSED,48,4/7/2025,"Premier"
"SHADOWRIDGE SENIOR LIVING","2354 WATSON WAY","VISTA",CA,92081,"SAN DIEGO","(760) 295-3888","MICHELE FUHRMAN","SEQUOIA AFFORDABLE HOUSING FDN; SYCAMORE CARE LLC",374604135,"RESIDENTIAL CARE ELDERLY",LICENSED,48,12/6/2018,"None"
"TWIN RIVERS AT NATOMAS","421 SAN JUAN ROAD","SACRAMENTO",CA,95834,"SACRAMENTO","(916) 216-3058","EMONNIE ROWE","TWIN RIVERS AT NATOMAS INC",342700012,"RESIDENTIAL CARE ELDERLY",LICENSED,48,6/23/2016,"None"
"VALLEY HAVEN III","2266 CHANTICLEER AVE.","SANTA CRUZ",CA,95062,"SANTA CRUZ","(831) 818-8372","JOSEPHINE ARCILLA","JESUS & JOSEPHINE ARCILLA",445202401,"RESIDENTIAL CARE ELDERLY",LICENSED,48,8/30/2013,"None"
"VETERANS HOME OF CALIFORNIA TRUMAN HALL","300 CALIFORNIA DR","YOUNTVILLE",CA,94599,"NAPA","(707) 944-4884","THERESA JONES","STATE OF CA/DEPT. OF VETERANS AFFAIRS",280109377,"RESIDENTIAL CARE ELDERLY",LICENSED,48,8/10/1989,"None"
"WESLEY HEALTH CENTERS-SKID ROW RES CARE FACILITY","444 SOUTH CROCKER STREET","LOS ANGELES",CA,90013,"LOS ANGELES","(818) 731-4317","VANDERHIDER, DONAHUE","JWCH INSTITUTE, INC.",198603771,"RESIDENTIAL CARE ELDERLY",PENDING,48,,"None"
"WESTMONT OF CHICO-COMPASS ROSE","2750 SIERRA SUNRISE TERRACE","CHICO",CA,95928,"BUTTE","(530) 774-2705","KEENE, CLIFF","TERRACES OPERATIONS LP, THE; WESTMONT LIVING INC",45001756,"RESIDENTIAL CARE ELDERLY",LICENSED,48,4/11/2006,"None"
"BAYVIEW VILLA","777 BAYVIEW DRIVE","SAN CARLOS",CA,94070,"SAN MATEO","(650) 596-3489","LONCAR, LJUBICA VIOLET","LONCAR ENTERPRISES INC.",415600222,"RESIDENTIAL CARE ELDERLY",LICENSED,47,6/29/2000,"None"
"GARDEN GROVE GUEST HOME LLC","12882 SHACKELFORD LANE","GARDEN GROVE",CA,92841,"ORANGE","(714) 430-3534","CONNOR KELLEY","GARDEN GROVE GUEST HOME, LLC",306005991,"RESIDENTIAL CARE ELDERLY",LICENSED,47,9/14/2021,"Premier"
"GOLD QUARTZ INN RETIREMENT HOME","15 BRYSON DRIVE","SUTTER CREEK",CA,95685,"AMADOR","(209) 267-9155","LOREEN HICKMAN","AMADOR RESIDENTIAL PARTNERS INC.",37001001,"RESIDENTIAL CARE ELDERLY",LICENSED,47,2/27/1998,"None"
"GREENWOOD ASSISTED LIVING","233 WEST END AVE","SAN RAFAEL",CA,94901,"MARIN","(415) 258-1560","JOLLY CARUNGCONG","ASSISTED LIVING MARIN LLC",216803761,"RESIDENTIAL CARE ELDERLY",LICENSED,47,9/21/2018,"None"
"MILLS ESTATE VILLA","1733 CALIFORNIA DRIVE","BURLINGAME",CA,94010,"SAN MATEO","(650) 692-0600","MONTANO, DELIA GODOY","CALIFORNIA DRIVE PARTNERS",415600033,"RESIDENTIAL CARE ELDERLY",LICENSED,47,2/15/1996,"Premier"
"BLISSFUL GARDEN","4210 PRODUCT DRIVE","CAMERON PARK",CA,95682,"EL DORADO","(530) 313-0364","SOKIMI, MOTUOMANONO","BLISSFUL GARDEN",92700822,"RESIDENTIAL CARE ELDERLY",LICENSED,46,12/9/2020,"None"
"GOLD COUNTRY ASSISTED LIVING","4301 GOLDEN CENTER DRIVE","PLACERVILLE",CA,95667,"EL DORADO","(530) 621-1100","STONE, BONNIE","DEL ORO ALF LLC",95920119,"RESIDENTIAL CARE ELDERLY",LICENSED,46,5/28/2024,"Premier"
"NAZARETH CLASSIC CARE OF NAPA INC","2465 REDWOOD ROAD","NAPA",CA,94558,"NAPA","(707) 258-8300","MINERVA VILLEGAS","NAZARETH CLASSIC CARE OF NAPA INC",286804041,"RESIDENTIAL CARE ELDERLY",LICENSED,46,7/19/2022,"None"
"PARADISE IN THE VALLEY LLC","13530 SHERMAN WAY","VAN NUYS",CA,91405,"LOS ANGELES","(818) 902-9501","COHEN, YEHUDA","PARADISE IN THE VALLEY LLC",197609982,"RESIDENTIAL CARE ELDERLY",LICENSED,46,2/1/2021,"Premier"
"SOUTH COUNTY RETIREMENT HOME INC.","460 CHURCH AVENUE","SAN MARTIN",CA,95046,"SANTA CLARA","(408) 683-0229","APOSTOL, SAMUEL C.","SOUTH COUNTY RETIREMENT HOME INC.",435294143,"RESIDENTIAL CARE ELDERLY",LICENSED,46,12/1/2005,"None"
"SUNOL CREEK MEMORY CARE","5980 SUNOL BLVD","PLEASANTON",CA,94566,"ALAMEDA","(925) 846-8283","NEWMAN, JOAN","PRI SUNOL LLC; AGEMARK MANAGEMENT LLC",19200484,"RESIDENTIAL CARE ELDERLY",LICENSED,46,4/7/2014,"Vizient"
"ASTORIA AT OAKDALE","700 LAUREL AVE","OAKDALE",CA,95361,"STANISLAUS","(209) 847-0864","JACQUELINE HERNANDEZ","ASTORIA AT OAKDALE, LLC",507005604,"RESIDENTIAL CARE ELDERLY",LICENSED,45,8/14/2015,"Vizient"
"AVANTGARDE SENIOR LIVING OF LA JOLLA","6211 LA JOLLA HERMOSA AVE","LA JOLLA",CA,92037,"SAN DIEGO","(818) 692-5284","ESCOBAR, AGUSTIN","AVANTGARDE SENIOR LIVING OF LA JOLLA",374604261,"RESIDENTIAL CARE ELDERLY",LICENSED,45,4/27/2020,"None"
"BEVERLY HILLS SENIOR CARE","1015 S ORANGE GROVE AVE","LOS ANGELES",CA,90019,"LOS ANGELES","(323) 933-8271","ORDONEZ, DANA","ALWAYS AND READY CARE INC",198603723,"RESIDENTIAL CARE ELDERLY",LICENSED,45,6/28/2024,"None"
"PECH5 MG OC LLC","800 ROBLE AVENUE","MENLO PARK",CA,94025,"SAN MATEO","(408) 807-1984","VERMA, NEERU","PECH5 MG OC LLC",415601180,"RESIDENTIAL CARE ELDERLY",LICENSED,45,9/30/2024,"None"
"PICO DE LORO","620 NORTH PERRIS BLVD","PERRIS",CA,92571,"RIVERSIDE","(951) 943-8081","VIVIEN RILLO/EFREN RILLO","PICO DE LORO, INC.",336407734,"RESIDENTIAL CARE ELDERLY",LICENSED,45,7/11/2003,"None"
"ROSEMONT GARDENS","1345 CLARKE STREET","SAN LEANDRO",CA,94577,"ALAMEDA","(510) 483-0150","LEUNG, BELINDA","ROSEMONT GARDENS INC.",19201382,"RESIDENTIAL CARE ELDERLY",PENDING,45,,"Premier"
"AUTUMN OAKS","848 N. JAYE STREET","PORTERVILLE",CA,93257,"TULARE","(559) 784-4144","ONG, ANTONIO G.","R & O MANAGEMENT SERVICES, INC.",547203298,"RESIDENTIAL CARE ELDERLY",LICENSED,44,7/24/2007,"None"
"BENTLEY SUITES","851 4TH STREET","SANTA MONICA",CA,90403,"LOS ANGELES","(213) 478-0460","AQUINO, ROBIN","SPECIALIZED COMMUNITY HEALTHCARE COMPANY",198320302,"RESIDENTIAL CARE ELDERLY",LICENSED,44,8/26/2022,"None"
"CRESCENT OAKS","147 CRESCENT AVE","SUNNYVALE",CA,94087,"SANTA CLARA","(408) 730-4004","JOSHUA LAMBENGCO","ARKHAM OPERATIONS LLC;CALSON MANAGEMENT LLC",435202705,"RESIDENTIAL CARE ELDERLY",LICENSED,44,5/23/2019,"None"
"ELIM PLACE","1808 5TH STREET","SANGER",CA,93657,"FRESNO","(650) 776-2280","CEBALLOS, MARIA","5TH STREET 1808 LLC",107209543,"RESIDENTIAL CARE ELDERLY",LICENSED,44,5/23/2025,"None"
"ELIM PLACE","1808 5TH STREET","SANGER",CA,93657,"FRESNO","(559) 875-7268","WOLF, RACHEL E.","ELIM PLACE, INC.",107206629,"RESIDENTIAL CARE ELDERLY",LICENSED,44,3/28/2013,"None"
"GARDEN CREST","889 LUCILE AVE","LOS ANGELES",CA,90026,"LOS ANGELES","(323) 663-8281","EDWIN VILLANUEVA","GARDEN CREST CONVALESCENT HOSPITAL, INC.",191801803,"RESIDENTIAL CARE ELDERLY",LICENSED,44,11/2/1986,"None"
"MANOR OF OJAI, THE","108 W. EUCALYPTUS ST.","OJAI",CA,93023,"VENTURA","(805) 646-1489","HALINA GARBACZ","RIVERRUN ENTERPRISES, INC.",565801114,"RESIDENTIAL CARE ELDERLY",LICENSED,44,6/24/2004,"None"
"NAZARETH ROSE GARDEN OF NAPA","903 SARATOGA DRIVE","NAPA",CA,94559,"NAPA","(707) 252-7488","RAGLAND, SHANTI","NAZARETH ROSE GARDEN OF NAPA INC",286804053,"RESIDENTIAL CARE ELDERLY",LICENSED,44,1/20/2023,"None"
"QUAIL PARK MEMORY CARE RESIDENCES","5050 TULARE AVENUE","VISALIA",CA,93277,"TULARE","(559) 624-3560","OTERO-GROSS, LENETTE","LAUREL COURT AT QP LLC & MILLENIUM ADVISORS INC.",547206596,"RESIDENTIAL CARE ELDERLY",LICENSED,44,7/11/2012,"None"
"SAINT MICHAEL'S EXTENDED CARE","416 4TH STREET","SAN RAFAEL",CA,94901,"MARIN","(415) 453-4600","ZINGKHAI, RUFUS","SAINT MICHAEL'S EXTENDED CARE, LLC",216801999,"RESIDENTIAL CARE ELDERLY",LICENSED,44,5/16/2007,"None"
"GRAND RIVER VILLA","509 MICHIGAN BLVD","WEST SACRAMENTO",CA,95691,"YOLO","(916) 373-1591","MAGDA LUIS","GRV A CA CORPORATION;CIMINOCARE",576804173,"RESIDENTIAL CARE ELDERLY",LICENSED,43,8/14/2024,"Premier"
"SILVER OAKS","16 COLEMAN PLACE","MENLO PARK",CA,94025,"SAN MATEO","(650) 322-2022","JOSHUA LAMBENGCO","FOX OPS LLC; CALSON MANAGEMENT LLC",415601052,"RESIDENTIAL CARE ELDERLY",LICENSED,43,7/5/2019,"None"
"SPRINGVILLE","12755 TORCH ST","BALDWIN PARK",CA,91706,"LOS ANGELES","(626) 337-7288","FAN, LINDA L","SISTINE MANOR INC",198603040,"RESIDENTIAL CARE ELDERLY",LICENSED,43,6/27/2019,"None"
"VILLA ALAMAR","45 E ALAMAR AVE","SANTA BARBARA",CA,93105,"SANTA BARBARA","(805) 682-9345","LEICHTER, MITCH","GL AND VL 2, LLC, GP OF G AND V 2 LP",425850001,"RESIDENTIAL CARE ELDERLY",LICENSED,43,2/20/2019,"None"
"BELLA VISTA","1641-1659 D STREET","HAYWARD",CA,94541,"ALAMEDA","(510) 397-0751","BAUTISTA, HAIDIE","ARK ANGEL II, LLC",19201202,"RESIDENTIAL CARE ELDERLY",LICENSED,42,11/17/2022,"None"
"BROOKDALE DANVILLE","400 W EL PINTADO RD","DANVILLE",CA,94506,"CONTRA COSTA","(925) 838-3020","TRUONG, TERESA HONG PHUC","SUMMERVILLE AT BARRINGTON COURT; EMERITUS CORP",75601257,"RESIDENTIAL CARE ELDERLY",LICENSED,42,5/30/2006,"Vizient"
"DELTA AT THE SHERWOODS","1215 W SWAIN ROAD","STOCKTON",CA,95207,"SAN JOAQUIN","(209) 689-3180","MOMO R DUOA","EVER WELL HEALTH SYSTEMS LLC",392700109,"RESIDENTIAL CARE ELDERLY",LICENSED,42,7/20/2018,"None"
"MERCED GIRARD RESIDENTIAL CARE FACILITY","129 GIRARD STREET","SAN FRANCISCO",CA,94134,"SAN FRANCISCO","(415) 467-8900","WU, JAMES O.D","HAFCO ELDER CARE, INC.",385600377,"RESIDENTIAL CARE ELDERLY",LICENSED,42,8/28/2009,"None"
"NEWPORT BEACH MEMORY CARE","1000 HALYARD","NEWPORT BEACH",CA,92663,"ORANGE","(949) 220-9700","SANCHEZ, EILEEN","CORKTREE HOLDINGS, LLC",306005154,"RESIDENTIAL CARE ELDERLY",LICENSED,42,4/8/2016,"Vizient"
"RANCHVIEW SENIOR ASSISTED LIVING","350 COLE RANCH ROAD","ENCINITAS",CA,92024,"SAN DIEGO","(760) 753-5082","SETTINERI, JEFFREY","RVSAL, LLC",374604538,"RESIDENTIAL CARE ELDERLY",LICENSED,42,9/23/2022,"None"
"SILVERADO SENIOR LIVING-TUSTIN HACIENDA","240 E 3RD STREET","TUSTIN",CA,92780,"ORANGE","(714) 832-7900","BENJAMIN VELASQUEZ","SILVERADO TUSTIN, LLC;SILVERADO SR. LVNG. MGMT INC",306005692,"RESIDENTIAL CARE ELDERLY",LICENSED,42,2/11/2021,"None"
"WESTHAVEN ASSISTED LIVING","1440 FAIRVIEW STREET","ORLAND",CA,95963,"GLENN","(530) 865-5299","ELLIOTT, AARON","WESTHAVEN SENIOR LIVING, A CALIFORNIA CORPORATION",115920195,"RESIDENTIAL CARE ELDERLY",LICENSED,42,3/4/2025,"Premier, Vizient"
